When,Who,Comment,About,Media,What,Whom,Reference_ID
2020-11-16,@suss_sg,"#SUSSSocialSciencesBlog: Socially-conscious hawker centres were introduced to help hawkers thrive, but missteps have exposed challenges. How do we make the Social Eenterprise model work for hawkers? Read more: https://t.co/1ZaFlZPWBf",https://t.co/1ZaFlZPWBf,text,['#SUSSSocialSciencesBlog'],[],https://twitter.com/suss_sg/status/1328318162325168129
2020-11-13,@suss_sg,"SUSS wishes all our Hindu friends a very happy Deepavali! Enjoy the festival of lights with your loved ones. 

#SUSSsg #singaporelife #singapore #education #socialsciences #higherlearning #lifelonglearning https://t.co/bLAkcQNPDD",https://video.twimg.com/ext_tw_video/1327233255087730688/pu/vid/720x720/X-AbDr3_H3IksAT1.mp4?tag=10,video,"['#SUSSsg', '#singaporelife', '#singapore', '#education', '#socialsciences', '#higherlearning', '#lifelonglearning']",[],https://twitter.com/suss_sg/status/1327233274146664453
2020-11-09,@suss_sg,"Durga Devi Emayavaramban, an Accountancy graduate at SUSS, almost couldn't graduate after six years, but her perseverance and grit paid off. Now, she is a trainee at DBS. Read her story here: https://t.co/WrQXRgQdZx",https://t.co/WrQXRgQdZx,text,[],[],https://twitter.com/suss_sg/status/1325798047629053952
2020-11-05,@suss_sg,"In this week’s episode of #FUTURESOCIAL, SUSS Senior Marketing Lecturer Dr Lau Kong Cheen discusses the future of businesses in light of the COVID-19 pandemic, and the way forward for them. Listen for free at https://t.co/ZBWL6fjhSt #SUSSPodcast #SUSSsg https://t.co/OFyYBrWoT2",https://t.co/ZBWL6fjhSt,photo,"['#FUTURESOCIAL', '#SUSSPodcast', '#SUSSsg']",[],https://twitter.com/suss_sg/status/1324188481099366400
2020-10-30,@suss_sg,"#SUSSTraineeLife: Meet Emilia, a recent SUSS Marketing graduate and #SGUnited trainee in our Communications &amp; Marketing department! Find out what's interesting about her role, and key takeaways from her traineeship. Watch full video here: https://t.co/0uueJnu2HW https://t.co/CLJoJP2cYj",https://t.co/0uueJnu2HW,video,"['#SUSSTraineeLife', '#SGUnited']",[],https://twitter.com/suss_sg/status/1322152821974773760
2020-10-27,@suss_sg,"Dr Caroline Lim, head of the SUSS Organisation and Leadership for non-profits programme, shares why Singapore charities should collaborate and not compete for beneficiaries in this article: https://t.co/aMZEmUPnJy",https://t.co/aMZEmUPnJy,text,[],[],https://twitter.com/suss_sg/status/1321067878515441665
2020-10-26,@suss_sg,"How can Singapore Airlines (SIA) keep their brand promise relevant as it grapples with the worst crisis since its founding? Dr Lau Kong Cheen, senior lecturer at the SUSS School of Business discusses more here: https://t.co/Y51Wy1W6El",https://t.co/Y51Wy1W6El,text,[],[],https://twitter.com/suss_sg/status/1320709282615222274
2020-10-22,@suss_sg,"Congrats to our scholars and award winners who were accorded the SUSS Scholarship and SUSS Spirit Award respectively! We are proud of all our scholars and award winners, who went above and beyond to serve society amidst the COVID-19 pandemic. Read more: https://t.co/QN6kCm7YKg https://t.co/9EDKgVyWN5",https://t.co/QN6kCm7YKg,photo,[],[],https://twitter.com/suss_sg/status/1319257201568088067
2020-10-21,@suss_sg,"FLYING WITHOUT WINGS: How can the aviation industry stay afloat during this turbulent times? Dr Lau Kong Cheen, senior lecturer at the SUSS School of Business delves more on this topic: https://t.co/EZKXzp88Dd",https://t.co/EZKXzp88Dd,text,[],[],https://twitter.com/suss_sg/status/1318900349000949760
2020-10-21,@suss_sg,"TUNE IN NOW: SUSS Podcast debut - '#FUTURESOCIAL' Episode #3 - 'Why Sustainability Makes Cents' featuring Dr Lau Kong Cheen, our Senior Marketing Lecturer, who shares the dimensions of sustainability in today's pandemic context. Listen here: https://t.co/76dD0nV6TW #SUSSPodcast https://t.co/rYzY2eZjwV",https://t.co/76dD0nV6TW,video,"['#FUTURESOCIAL', '#SUSSPodcast']",[],https://twitter.com/suss_sg/status/1318888588075991041
2020-10-20,@suss_sg,"Last month, the government announced a wide-ranging review of women’s issues to tackle gender inequality and ensure mindsets change. Former SUSS Chancellor and current Advisor to SUSS NSHD, Prof Aline Wong, shares her views on gender equality here: https://t.co/cpdGWqFFTc",https://t.co/cpdGWqFFTc,text,[],[],https://twitter.com/suss_sg/status/1318535188931104768
2020-10-19,@suss_sg,"Older consumers now have a diversity of tastes, demands, aspirations, and expectations — all of which go well beyond what older consumers put up with a generation ago.  Junus Eu, a Masters in Gerontology student at SUSS shares more: https://t.co/9f5jZ4Xh9n",https://t.co/9f5jZ4Xh9n,text,[],[],https://twitter.com/suss_sg/status/1318169781938343936
2020-10-19,@suss_sg,#SUSSSocialSciencesBlog: Mental health issues in our children are on the rise. Why is it so? And what can we do to help? Dr Weipeng Yang sheds some light on the situation. Read more: https://t.co/HaNfWt5cCJ #SUSSsg,https://t.co/HaNfWt5cCJ,text,"['#SUSSSocialSciencesBlog', '#SUSSsg']",[],https://twitter.com/suss_sg/status/1318165503836381184
2020-10-14,@suss_sg,What happens as Singapore faces an existential crisis beyond COVID-19? The SUSS Centre for Applied Research A/P  Leong Chan Hoong speaks on #FUTURESOCIAL and explores the challenges facing generations of Singaporeans today. Listen for free at https://t.co/nCUnjbEmxS #SUSSPodcast https://t.co/BuuCUXOOYx,https://t.co/nCUnjbEmxS,photo,"['#FUTURESOCIAL', '#SUSSPodcast']",[],https://twitter.com/suss_sg/status/1316353069760892931
2020-10-13,@suss_sg,"8 years ago, a young Jadyn Ng was released from reformative training in prison. Today, he is currently pursuing a law degree at SUSS, under a scholarship. Jadyn shares how he chased his dreams here: https://t.co/ehfMFWZqkz",https://t.co/ehfMFWZqkz,text,[],[],https://twitter.com/suss_sg/status/1316002504396726272
2020-10-13,@suss_sg,"Thanks to the generous support from the SUSS management, faculty members, employees, teaching associates, alumni, students, the corporate sector and members of the public, we managed to raise $1 million for our Student Care Fund! Read more: https://t.co/MgbT61geNx https://t.co/pX97x9kGg3",https://t.co/MgbT61geNx,photo,[],[],https://twitter.com/suss_sg/status/1315999988980346881
2020-10-07,@suss_sg,"SUSS Podcast debut - 'Future Social' Episode #2 - 'Rethinking the New Narrative for Singapore' featuring Professor Leong Chan Hoong, from the Centre for Applied Research at SUSS where he will share about the new Singapore that future generations will face. https://t.co/DpE8z6MMny https://t.co/K7z1cRzFKq",https://t.co/DpE8z6MMny,video,[],[],https://twitter.com/suss_sg/status/1313820735652204546
2020-10-06,@suss_sg,"In one of the panel discussions at World News Day, Dr June Tay, head of the Digital Media Programme at the SUSS School of Science and Technology discussed the issues of credibility and trust in media organisations. Check out the highlights here: https://t.co/l8D3iTpJMV",https://t.co/l8D3iTpJMV,text,[],[],https://twitter.com/suss_sg/status/1313462262305353728
2020-10-05,@suss_sg,#SUSSSocialSciencesBlog: Is public shaming an effective means for positive social change? Or is it simply just a form of toxic harassment instead? Our faculty answers. Read more: https://t.co/4EFnNlj5Kd,https://t.co/4EFnNlj5Kd,text,['#SUSSSocialSciencesBlog'],[],https://twitter.com/suss_sg/status/1313097870871089153
2020-10-02,@suss_sg,RESULTS ARE IN: We've received many creative entries for our 15th Anniversary Commemorative Wall Mural design competition! Our judges have made their final selection. Congrats to our three winners! Check out their artwork here: https://t.co/kb7xX6nC9v https://t.co/ymPGqtQ3Sk,https://t.co/kb7xX6nC9v,photo,[],[],https://twitter.com/suss_sg/status/1312002661047308289
2020-09-29,@suss_sg,"Don't miss our first #FutureSocial episode - 'Power Learn to the Future' featuring Dr Jimmy Wong, Senior Marketing lecturer where he explores a polymathic mindset to learning for the future: https://t.co/PK6V8bEOk3 #SUSSPodcast #SUSSsg https://t.co/cflOCsg5ZW",https://t.co/PK6V8bEOk3,video,"['#FutureSocial', '#SUSSPodcast', '#SUSSsg']",[],https://twitter.com/suss_sg/status/1310926841864163328
2020-09-28,@suss_sg,"Are Singaporeans so obsessed with Apple that a third store seems justified? Dr Vanessa Liu and Dr Lau Kong Cheen senior lecturers at the SUSS SBIZ discuss more: https://t.co/ac30Bq0P5l

#SUSSsg #singaporelife #singapore #socialsciences #higherlearning #lifelonglearning #apple",https://t.co/ac30Bq0P5l,text,"['#SUSSsg', '#singaporelife', '#singapore', '#socialsciences', '#higherlearning', '#lifelonglearning', '#apple']",[],https://twitter.com/suss_sg/status/1310558128753303552
2020-09-23,@suss_sg,"#FUTURESOCIAL IS NOW LIVE. Join Dr Jimmy Wong, Senior Marketing Lecturer, SUSS as he shares about adopting a new work ethic for the future. The first episode 'Power Learn To A New Future."" Listen now for free on major podcast platforms https://t.co/xnBAZwkIon #SUSSPodcast https://t.co/mvylbImzBx",https://t.co/xnBAZwkIon,video,"['#FUTURESOCIAL', '#SUSSPodcast']",[],https://twitter.com/suss_sg/status/1308746765584265216
2020-09-21,@suss_sg,"#SUSSSocialSciencesBlog: The post-pandemic job market and ageism should not be deterrents to employing older workers. Read why: https://t.co/IPtAMnPBAS

#SUSSsg #singaporelife #singapore #socialsciences #jobmarket #ageism #highlearning #lifelonglearning",https://t.co/IPtAMnPBAS,text,"['#SUSSSocialSciencesBlog', '#SUSSsg', '#singaporelife', '#singapore', '#socialsciences', '#jobmarket', '#ageism', '#highlearning', '#lifelonglearning']",[],https://twitter.com/suss_sg/status/1308018894695792644
2020-09-21,@suss_sg,"3 MORE DAYS TO #FUTURESOCIAL – the SUSS debut podcast series exploring issues that are rapidly and profoundly changing our lives on the social, cultural and economic fronts. Watch a trailer now. Follow &amp; listen for free: https://t.co/bZftpuGbce #SUSSPodcast https://t.co/2iCR3baBEB",https://t.co/bZftpuGbce,video,"['#FUTURESOCIAL', '#SUSSPodcast']",[],https://twitter.com/suss_sg/status/1308015903372726272
2020-09-14,@suss_sg,#SUSSSocialSciencesBlog: How should we build a sustainable future-ready preschool education sector for the next generation? https://t.co/W07gRjmiR5,https://t.co/W07gRjmiR5,text,['#SUSSSocialSciencesBlog'],[],https://twitter.com/suss_sg/status/1305494270170804225
2020-09-11,@suss_sg,"Will the likes of Google’s six-month skills training programme mark the start of the end of university education? Dr Ameen Talib, head of applied projects at SUSS SBIZ weighs in on this issue: https://t.co/hxeyubUeXQ",https://t.co/hxeyubUeXQ,text,[],[],https://twitter.com/suss_sg/status/1304390496262000640
2020-09-10,@suss_sg,"A JOBSEEKER'S JOURNEY: For Sameera Nazrin, our Finance graduate, the support from her family and SUSS motivated her to soldier on in the face of a draining job hunt amidst the Covid-19 crisis. Sameera reveals her jobseeking journey here: https://t.co/v93zPA01mz",https://t.co/v93zPA01mz,text,[],[],https://twitter.com/suss_sg/status/1304032627461107713
2020-09-08,@suss_sg,"Will the TikTok saga in the US lead to the break-up of the Internet industry? Dr Lau Kong Cheen and Dr Vanessa Liu, senior lecturers of the Marketing Programme at the SUSS School of Business (SBIZ) explain more: https://t.co/WGYnaxmvJ2",https://t.co/WGYnaxmvJ2,text,[],[],https://twitter.com/suss_sg/status/1303311126214717440
2020-09-07,@suss_sg,"#SUSSSocialSciencesBlog: In a time where unemployment and retrenchment rates are at a record high, is entrepreneurship perhaps the way forward for job-seekers? Read more:  https://t.co/dgLQWPntXG",https://t.co/dgLQWPntXG,text,['#SUSSSocialSciencesBlog'],[],https://twitter.com/suss_sg/status/1302782639594762243
2020-08-31,@suss_sg,"LEARNING FROM OLDER WORKERS: How can older workers bring value to a workplace? Our Gerontology PhD student, Yvonne Kong-Ho, shares her experience working with seniors for 16 years in this commentary: https://t.co/ezmE5vhSQS",https://t.co/ezmE5vhSQS,text,[],[],https://twitter.com/suss_sg/status/1300417813799108611
2020-08-25,@suss_sg,"Health experts have raised the alarm on a looming mental health crisis stemmed by the impact of COVID-19. Dr Emily Ortega, Head of the Psychology programme at SUSS shares her views in this article: https://t.co/RSVRL0kBbU",https://t.co/RSVRL0kBbU,text,[],[],https://twitter.com/suss_sg/status/1298238702649520128
2020-08-24,@suss_sg,"CLASS GIVING 2020: Let us show our utmost support to our peers who are in need by donating. Help us obtain our goal to raise a total of $10,000 from 300 donors. You can be one. Make a donation at: https://t.co/HW9oWiEARI https://t.co/udEyiEyLUw",https://t.co/HW9oWiEARI,video,[],[],https://twitter.com/suss_sg/status/1297888395218178050
2020-08-24,@suss_sg,#SUSSSocialSciencesBlog: Informal learning could be the way to go for employees to boost their skills and abilities. Read more here: https://t.co/rJfyT2RV5V,https://t.co/rJfyT2RV5V,text,['#SUSSSocialSciencesBlog'],[],https://twitter.com/suss_sg/status/1297887999531692033
2020-08-17,@suss_sg,#SUSSSocialSciencesBlog: Generation Z. What do they care about and how will they mould the future of Singapore? Here are some insights. Read more: https://t.co/MNFftAZ2E7,https://t.co/MNFftAZ2E7,text,['#SUSSSocialSciencesBlog'],[],https://twitter.com/suss_sg/status/1295342621443981313
2020-08-14,@suss_sg,Is anthropogenic climate change real? Or is it a matter of personal opinion? Associate Professor Koh Tieh Yong at the SUSS Centre for University Core evaluates in this article: https://t.co/r2R3WQNMOM,https://t.co/r2R3WQNMOM,text,[],[],https://twitter.com/suss_sg/status/1294272697879474176
2020-08-13,@suss_sg,"Undefeated by her late father's failed business, Anna Lam, a student of the Alibaba Cloud-SUSS Entrepreneurship Programme, took the plunge and founded her own startup, Crunch, which manufactures and sells edible cutlery. Read her journey here: https://t.co/jxJMZkyjon",https://t.co/jxJMZkyjon,text,[],[],https://twitter.com/suss_sg/status/1293891312035549186
2020-08-12,@suss_sg,"Attention #TeamSUSS! Download and share our collection of anniversary-themed mobile stickers, mobile wallpapers and Zoom backgrounds. All for you to keep the SUSS flag flying high. Download here: https://t.co/mSROPIBLFZ https://t.co/corLJYgOuQ",https://t.co/mSROPIBLFZ,photo,['#TeamSUSS'],[],https://twitter.com/suss_sg/status/1293532443904028673
2020-08-11,@suss_sg,Congratulations to our SUSS leaders and colleagues who have been honoured with the 2020 National Day Awards by the President of the Republic of Singapore! Read more: https://t.co/u7dwzA9lGU https://t.co/zxSOVeJYun,https://t.co/u7dwzA9lGU,photo,[],[],https://twitter.com/suss_sg/status/1293028119583105024
2020-08-09,@suss_sg,SUSS wishes Singapore a very happy 55th National Day! #SUSSsg https://t.co/XV9UPPgWyL,https://video.twimg.com/ext_tw_video/1292314162543177728/pu/vid/480x480/521jDXLQz40UfHBA.mp4?tag=10,video,['#SUSSsg'],[],https://twitter.com/suss_sg/status/1292314181702750215
2020-08-05,@suss_sg,FASHIONING A NEW TYPE OF CAMPUS: We are looking for a new home that will bring our students and staff under one roof. Read more: https://t.co/HYfsIZkLjg https://t.co/3nXHmKiXKj,https://t.co/HYfsIZkLjg,photo,[],[],https://twitter.com/suss_sg/status/1290990950270095361
2020-08-04,@suss_sg,Our initiatives have helped graduates get a leg-up in their work prospects amid a tough economic outlook. Read more: https://t.co/lSOOnan0ZZ https://t.co/fTmdmMdESz,https://t.co/lSOOnan0ZZ,photo,[],[],https://twitter.com/suss_sg/status/1290633691929116677
